"","sector","variant","impactYear","impactType","region","model_type","model","year","driverValue","driverUnit","driverType","includeaggregate","sectorprimary","gdp_usd","national_pop","gdp_percap","reg_pop","annual_impacts"
"1425","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2069,3.83,"degrees Celsius","Temperature",1,1,52821691960975.6,413796698.425758,127651.313221999,413796698.425758,7846232448.00139
"1426","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2070,3.9,"degrees Celsius","Temperature",1,1,53640268231428.3,415211011.617902,129187.971249642,415211011.617902,8005937104.73074
"1427","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2071,3.97,"degrees Celsius","Temperature",1,1,54497945907531.7,416525721.288318,130839.329055044,416525721.288318,8174263304.50995
"1428","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2072,4.04,"degrees Celsius","Temperature",1,1,55355623583635.1,417840430.958733,132480.295065324,417840430.958733,8344096252.56298
"1429","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2073,4.11,"degrees Celsius","Temperature",1,1,56213301259738.6,419155140.629149,134110.967064278,419155140.629149,8515323724.92149
"1430","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2074,4.18,"degrees Celsius","Temperature",1,1,57070978935842,420469850.299564,135731.441612714,420469850.299564,8687585545.65075
"1431","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2075,4.25,"degrees Celsius","Temperature",1,1,57928656611945.4,421784559.96998,137341.814067514,421784559.96998,8860872042.5062
"1432","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2076,4.32,"degrees Celsius","Temperature",1,1,58824020452704.1,422975630.397071,139071.890258743,422975630.397071,9043490348.63042
"1433","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2077,4.39,"degrees Celsius","Temperature",1,1,59719384293462.9,424166700.824161,140792.250257805,424166700.824161,9227260640.22872
"1434","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2078,4.46,"degrees Celsius","Temperature",1,1,60614748134221.7,425357771.251252,142502.97568542,425357771.251252,9412173240.0652
"1435","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2079,4.53,"degrees Celsius","Temperature",1,1,61510111974980.5,426548841.678343,144204.147250656,426548841.678343,9598218578.99258
"1436","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2080,4.6,"degrees Celsius","Temperature",1,1,62405475815739.2,427739912.105434,145895.844763621,427739912.105434,9785387194.44733
"1437","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2081,4.67,"degrees Celsius","Temperature",1,1,63334935768631.3,428822691.663863,147694.926131094,428822691.663863,9981457577.75353
"1438","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2082,4.74,"degrees Celsius","Temperature",1,1,64264395721523.4,429905471.222293,149484.945001535,429905471.222293,10178769880.7515
"1439","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2083,4.81,"degrees Celsius","Temperature",1,1,65193855674415.6,430988250.780722,151265.969678568,430988250.780722,10377314743.1494
"1440","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2084,4.88,"degrees Celsius","Temperature",1,1,66123315627307.7,432071030.339151,153038.067781134,432071030.339151,10577082898.484
"1441","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2085,4.95,"degrees Celsius","Temperature",1,1,67052775580199.8,433153809.897581,154801.306252055,433153809.897581,10778065172.9475
"1442","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2086,5.02,"degrees Celsius","Temperature",1,1,68017671316982,434162144.077789,156664.214613781,434162144.077789,11000613534.4473
"1443","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2087,5.09,"degrees Celsius","Temperature",1,1,68982567053764.2,435170478.257997,158518.489879883,435170478.257997,11257274425.3845
"1444","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2088,5.16,"degrees Celsius","Temperature",1,1,69947462790546.4,436178812.438205,160364.191922908,436178812.438205,11516286919.4257
"1445","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2089,5.23,"degrees Celsius","Temperature",1,1,70912358527328.6,437187146.618414,162201.380063038,437187146.618414,11777634745.266
"1446","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2090,5.3,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,12041301781.3686
"1447","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2091,5.37,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,12173782470.4698
"1448","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2092,5.44,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,12306263159.571
"1449","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2093,5.51,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,12438743848.6722
"1450","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2094,5.58,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,12571224537.7734
"1451","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2095,5.65,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,12703705226.8747
"1452","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2096,5.72,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,12836185915.9759
"1453","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2097,5.79,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,12968666605.0771
"1454","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2098,5.86,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,13101147294.1783
"1455","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2099,5.93,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,13233627983.2795
"1456","Vibrio","N/A","Interpolation","all","National Total","GCM","HadGEM2-ES",2100,6,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,13366108672.3807
"1457","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2010,-0.3,"degrees Celsius","Temperature",1,1,16693671681957.2,306675006,54434.4056585988,306675006,0
"1458","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2011,-0.23,"degrees Celsius","Temperature",1,1,17046794484714.4,309263150.412862,55120.6778497767,309263150.412862,0
"1459","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2012,-0.16,"degrees Celsius","Temperature",1,1,17399917287471.6,311851294.825724,55795.5588967345,311851294.825724,0
"1460","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2013,-0.0899999999999999,"degrees Celsius","Temperature",1,1,17753040090228.8,314439439.238586,56459.3300802778,314439439.238586,0
"1461","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2014,-0.0199999999999999,"degrees Celsius","Temperature",1,1,18106162892985.9,317027583.651448,57112.2634959504,317027583.651448,0
"1462","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2015,0.05,"degrees Celsius","Temperature",1,1,18459285695743.1,319615728.064309,57754.6224259306,319615728.064309,117837200.348944
"1463","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2016,0.12,"degrees Celsius","Temperature",1,1,18958714228021.1,321954318.948342,58886.3485041897,321954318.948342,288168048.206565
"1464","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2017,0.19,"degrees Celsius","Temperature",1,1,19458142760299.1,324292909.832375,60001.7520283034,324292909.832375,464628418.765842
"1465","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2018,0.26,"degrees Celsius","Temperature",1,1,19957571292577.1,326631500.716407,61101.1835931433,326631500.716407,647086654.983144
"1466","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2019,0.33,"degrees Celsius","Temperature",1,1,20456999824855.1,328970091.60044,62184.9838243099,328970091.60044,835414843.522491
"1467","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2020,0.4,"degrees Celsius","Temperature",1,1,20956428357133.1,331308682.484472,63253.4837299813,331308682.484472,1029488682.62801
"1468","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2021,0.47,"degrees Celsius","Temperature",1,1,21465660660476.6,333601009.719894,64345.3108205519,333601009.719894,1229897758.13636
"1469","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2022,0.54,"degrees Celsius","Temperature",1,1,21974892963820,335893336.955317,65422.2354126164,335893336.955317,1436020780.80792
"1470","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2023,0.61,"degrees Celsius","Temperature",1,1,22484125267163.5,338185664.190739,66484.5605474344,338185664.190739,1647741557.92881
"1471","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2024,0.68,"degrees Celsius","Temperature",1,1,22993357570507,340477991.426162,67532.5811051534,340477991.426162,1864947025.93571
"1472","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2025,0.75,"degrees Celsius","Temperature",1,1,23502589873850.4,342770318.661584,68566.5840777027,342770318.661584,2087527145.78255
"1473","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2026,0.82,"degrees Celsius","Temperature",1,1,24040302568752.5,344892077.498275,69703.8411062742,344892077.498275,2319160216.39997
"1474","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2027,0.89,"degrees Celsius","Temperature",1,1,24578015263654.6,347013836.334965,70827.1909939924,347013836.334965,2556587342.5667
"1475","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2028,0.96,"degrees Celsius","Temperature",1,1,25115727958556.7,349135595.171656,71936.8872893304,349135595.171656,2799702889.77798
"1476","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2029,1.03,"degrees Celsius","Temperature",1,1,25653440653458.8,351257354.008346,73033.1774145551,351257354.008346,2972449305.93198
"1477","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2030,1.1,"degrees Celsius","Temperature",1,1,26191153348360.8,353379112.845037,74116.3028496427,353379112.845037,3045752015.93297
"1478","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2031,1.17,"degrees Celsius","Temperature",1,1,26735874599570.9,355266619.249009,75255.8026872533,355266619.249009,3122199149.00513
"1479","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2032,1.24,"degrees Celsius","Temperature",1,1,27280595850781,357154125.65298,76383.2583507309,357154125.65298,3199064854.80178
"1480","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2033,1.31,"degrees Celsius","Temperature",1,1,27825317101991.1,359041632.056952,77498.859791216,359041632.056952,3276342531.92666
"1481","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2034,1.38,"degrees Celsius","Temperature",1,1,28370038353201.2,360929138.460924,78602.792986393,360929138.460924,3354025717.07349
"1482","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2035,1.45,"degrees Celsius","Temperature",1,1,28914759604411.3,362816644.864895,79695.2400438476,362816644.864895,3432108081.43406
"1483","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2036,1.52,"degrees Celsius","Temperature",1,1,29554289118329.5,364505329.623376,81080.5404378212,364505329.623376,3523487736.5068
"1484","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2037,1.59,"degrees Celsius","Temperature",1,1,30193818632247.7,366194014.381857,82453.0643495513,366194014.381857,3615426911.68983
"1485","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2038,1.66,"degrees Celsius","Temperature",1,1,30833348146165.9,367882699.140337,83812.9877219474,367882699.140337,3707917901.92049
"1486","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2039,1.73,"degrees Celsius","Temperature",1,1,31472877660084.2,369571383.898817,85160.4832821713,369571383.898817,3800953142.96328
"1487","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2040,1.8,"degrees Celsius","Temperature",1,1,32112407174002.4,371260068.657298,86495.7206147711,371260068.657298,3894525208.2071
"1488","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2041,1.87,"degrees Celsius","Temperature",1,1,32728862360220.5,372791260.735664,87794.0708578671,372791260.735664,3987525318.70011
"1489","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2042,1.94,"degrees Celsius","Temperature",1,1,33345317546438.6,374322452.814029,89081.79911667,374322452.814029,4081086540.38002
"1490","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2043,2.01,"degrees Celsius","Temperature",1,1,33961772732656.6,375853644.892395,90359.0352100476,375853644.892395,4175224444.37907
"1491","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2044,2.08,"degrees Celsius","Temperature",1,1,34578227918874.7,377384836.970761,91625.9068499718,377384836.970761,4270046641.88917
"1492","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2045,2.15,"degrees Celsius","Temperature",1,1,35194683105092.8,378916029.049126,92882.5396840888,378916029.049126,4365413548.68736
"1493","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2046,2.22,"degrees Celsius","Temperature",1,1,35851270270951.7,380384206.573476,94250.1545842348,380384206.573476,4466940534.88006
"1494","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2047,2.29,"degrees Celsius","Temperature",1,1,36507857436810.5,381852384.097827,95607.2528473663,381852384.097827,4569071798.77369
"1495","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2048,2.36,"degrees Celsius","Temperature",1,1,37164444602669.4,383320561.622177,96953.9553145622,383320561.622177,4671800396.93478
"1496","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2049,2.43,"degrees Celsius","Temperature",1,1,37821031768528.3,384788739.146527,98290.3809826048,384788739.146527,4775119491.90171
"1497","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2050,2.5,"degrees Celsius","Temperature",1,1,38477618934387.1,386256916.670877,99616.6470390309,386256916.670877,4879022350.17068
"1498","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2051,2.57,"degrees Celsius","Temperature",1,1,39174934548149.5,387699228.826587,101044.654297396,387699228.826587,4988916094.10177
"1499","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2052,2.64,"degrees Celsius","Temperature",1,1,39872250161912,389141540.982296,102462.076038615,389141540.982296,5099438098.65049
"1500","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2053,2.71,"degrees Celsius","Temperature",1,1,40569565775674.4,390583853.138006,103869.029530363,390583853.138006,5210581403.86763
"1501","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2054,2.78,"degrees Celsius","Temperature",1,1,41266881389436.8,392026165.293715,105265.630314545,392026165.293715,5322339152.23002
"1502","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2055,2.85,"degrees Celsius","Temperature",1,1,41964197003199.2,393468477.449425,106651.992238929,393468477.449425,5434704586.76318
"1503","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2056,2.92,"degrees Celsius","Temperature",1,1,42702265057880.1,394934316.760343,108124.979890752,394934316.760343,5552550728.11768
"1504","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2057,2.99,"degrees Celsius","Temperature",1,1,43440333112561,396400156.071261,109587.073686096,396400156.071261,5671024304.45167
"1505","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2058,3.06,"degrees Celsius","Temperature",1,1,44178401167241.9,397865995.382178,111038.394032155,397865995.382178,5802585832.07882
"1506","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2059,3.13,"degrees Celsius","Temperature",1,1,44916469221922.8,399331834.693096,112479.059568199,399331834.693096,5937183254.73653
"1507","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2060,3.2,"degrees Celsius","Temperature",1,1,45654537276603.7,400797674.004014,113909.187197894,400797674.004014,6072754542.19014
"1508","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2061,3.27,"degrees Celsius","Temperature",1,1,46433107197115.9,402266028.334648,115428.855350639,402266028.334648,6214580693.03488
"1509","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2062,3.34,"degrees Celsius","Temperature",1,1,47211677117628,403734382.665281,116937.469645158,403734382.665281,6357425648.6331
"1510","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2063,3.41,"degrees Celsius","Temperature",1,1,47990247038140.2,405202736.995915,118435.150250784,405202736.995915,6501278333.29673
"1511","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2064,3.48,"degrees Celsius","Temperature",1,1,48768816958652.3,406671091.326548,119922.015601281,406671091.326548,6646127831.30025
"1512","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2065,3.55,"degrees Celsius","Temperature",1,1,49547386879164.4,408139445.657182,121398.182426067,408139445.657182,6791963384.00319
"1513","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2066,3.62,"degrees Celsius","Temperature",1,1,50365963149617.2,409553758.849326,122977.660591187,409553758.849326,6945105138.68489
"1514","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2067,3.69,"degrees Celsius","Temperature",1,1,51184539420070,410968072.04147,124546.267465043,410968072.04147,7099310026.46893
"1515","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2068,3.76,"degrees Celsius","Temperature",1,1,52003115690522.8,412382385.233614,126104.114900696,412382385.233614,7254567108.9407
"1516","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2069,3.83,"degrees Celsius","Temperature",1,1,52821691960975.6,413796698.425758,127651.313221999,413796698.425758,7410865597.23091
"1517","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2070,3.9,"degrees Celsius","Temperature",1,1,53640268231428.3,415211011.617902,129187.971249642,415211011.617902,7568194849.46873
"1518","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2071,3.97,"degrees Celsius","Temperature",1,1,54497945907531.7,416525721.288318,130839.329055044,416525721.288318,7733831157.6825
"1519","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2072,4.04,"degrees Celsius","Temperature",1,1,55355623583635.1,417840430.958733,132480.295065324,417840430.958733,7900657295.51312
"1520","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2073,4.11,"degrees Celsius","Temperature",1,1,56213301259738.6,419155140.629149,134110.967064278,419155140.629149,8068651704.42939
"1521","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2074,4.18,"degrees Celsius","Temperature",1,1,57070978935842,420469850.299564,135731.441612714,420469850.299564,8237765939.64506
"1522","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2075,4.25,"degrees Celsius","Temperature",1,1,57928656611945.4,421784559.96998,137341.814067514,421784559.96998,8407989529.60708
"1523","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2076,4.32,"degrees Celsius","Temperature",1,1,58824020452704.1,422975630.397071,139071.890258743,422975630.397071,8587209528.90983
"1524","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2077,4.39,"degrees Celsius","Temperature",1,1,59719384293462.9,424166700.824161,140792.250257805,424166700.824161,8767668135.4855
"1525","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2078,4.46,"degrees Celsius","Temperature",1,1,60614748134221.7,425357771.251252,142502.97568542,425357771.251252,8949354944.43312
"1526","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2079,4.53,"degrees Celsius","Temperature",1,1,61510111974980.5,426548841.678343,144204.147250656,426548841.678343,9132259667.06791
"1527","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2080,4.6,"degrees Celsius","Temperature",1,1,62405475815739.2,427739912.105434,145895.844763621,427739912.105434,9316372129.30324
"1528","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2081,4.67,"degrees Celsius","Temperature",1,1,63334935768631.3,428822691.663863,147694.926131094,428822691.663863,9509101977.75599
"1529","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2082,4.74,"degrees Celsius","Temperature",1,1,64264395721523.4,429905471.222293,149484.945001535,429905471.222293,9703159748.47694
"1530","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2083,4.81,"degrees Celsius","Temperature",1,1,65193855674415.6,430988250.780722,151265.969678568,430988250.780722,9898535432.97688
"1531","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2084,4.88,"degrees Celsius","Temperature",1,1,66123315627307.7,432071030.339151,153038.067781134,432071030.339151,10095219123.0926
"1532","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2085,4.95,"degrees Celsius","Temperature",1,1,67052775580199.8,433153809.897581,154801.306252055,433153809.897581,10293201009.7328
"1533","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2086,5.02,"degrees Celsius","Temperature",1,1,68017671316982,434162144.077789,156664.214613781,434162144.077789,NA
"1534","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2087,5.09,"degrees Celsius","Temperature",1,1,68982567053764.2,435170478.257997,158518.489879883,435170478.257997,NA
"1535","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2088,5.16,"degrees Celsius","Temperature",1,1,69947462790546.4,436178812.438205,160364.191922908,436178812.438205,NA
"1536","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2089,5.23,"degrees Celsius","Temperature",1,1,70912358527328.6,437187146.618414,162201.380063038,437187146.618414,NA
"1537","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2090,5.3,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,NA
"1538","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2091,5.37,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,NA
"1539","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2092,5.44,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,NA
"1540","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2093,5.51,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,NA
"1541","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2094,5.58,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,NA
"1542","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2095,5.65,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,NA
"1543","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2096,5.72,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,NA
"1544","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2097,5.79,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,NA
"1545","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2098,5.86,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,NA
"1546","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2099,5.93,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,NA
"1547","Vibrio","N/A","Interpolation","all","National Total","GCM","MIROC5",2100,6,"degrees Celsius","Temperature",1,1,71877254264110.8,438195480.798622,164030.11307445,438195480.798622,NA
"1548","Vibrio","N/A","Interpolation","all","National Total","GCM","MRI-CGCM3",2010,-0.3,"degrees Celsius","Temperature",1,1,16693671681957.2,306675006,54434.4056585988,306675006,NA
"1549","Vibrio","N/A","Interpolation","all","National Total","GCM","MRI-CGCM3",2011,-0.23,"degrees Celsius","Temperature",1,1,17046794484714.4,309263150.412862,55120.6778497767,309263150.412862,NA
"1550","Vibrio","N/A","Interpolation","all","National Total","GCM","MRI-CGCM3",2012,-0.16,"degrees Celsius","Temperature",1,1,17399917287471.6,311851294.825724,55795.5588967345,311851294.825724,NA
"1551","Vibrio","N/A","Interpolation","all","National Total","GCM","MRI-CGCM3",2013,-0.0899999999999999,"degrees Celsius","Temperature",1,1,17753040090228.8,314439439.238586,56459.3300802778,314439439.238586,NA
"1552","Vibrio","N/A","Interpolation","all","National Total","GCM","MRI-CGCM3",2014,-0.0199999999999999,"degrees Celsius","Temperature",1,1,18106162892985.9,317027583.651448,57112.2634959504,317027583.651448,NA
"1553","Vibrio","N/A","Interpolation","all","National Total","GCM","MRI-CGCM3",2015,0.05,"degrees Celsius","Temperature",1,1,18459285695743.1,319615728.064309,57754.6224259306,319615728.064309,NA
"1554","Vibrio","N/A","Interpolation","all","National Total","GCM","MRI-CGCM3",2016,0.12,"degrees Celsius","Temperature",1,1,18958714228021.1,321954318.948342,58886.3485041897,321954318.948342,NA
"1555","Vibrio","N/A","Interpolation","all","National Total","GCM","MRI-CGCM3",2017,0.19,"degrees Celsius","Temperature",1,1,19458142760299.1,324292909.832375,60001.7520283034,324292909.832375,NA
"1556","Vibrio","N/A","Interpolation","all","National Total","GCM","MRI-CGCM3",2018,0.26,"degrees Celsius","Temperature",1,1,19957571292577.1,326631500.716407,61101.1835931433,326631500.716407,NA
"1557","Vibrio","N/A","Interpolation","all","National Total","GCM","MRI-CGCM3",2019,0.33,"degrees Celsius","Temperature",1,1,20456999824855.1,328970091.60044,62184.9838243099,328970091.60044,NA
"1558","Vibrio","N/A","Interpolation","all","National Total","GCM","MRI-CGCM3",2020,0.4,"degrees Celsius","Temperature",1,1,20956428357133.1,331308682.484472,63253.4837299813,331308682.484472,NA
"1559","Vibrio","N/A","Interpolation","all","National Total","GCM","MRI-CGCM3",2021,0.47,"degrees Celsius","Temperature",1,1,21465660660476.6,333601009.719894,64345.3108205519,333601009.719894,NA
"1560","Vibrio","N/A","Interpolation","all","National Total","GCM","MRI-CGCM3",2022,0.54,"degrees Celsius","Temperature",1,1,21974892963820,335893336.955317,65422.2354126164,335893336.955317,NA
"1561","Vibrio","N/A","Interpolation","all","National Total","GCM","MRI-CGCM3",2023,0.61,"degrees Celsius","Temperature",1,1,22484125267163.5,338185664.190739,66484.5605474344,338185664.190739,NA
"1562","Vibrio","N/A","Interpolation","all","National Total","GCM","MRI-CGCM3",2024,0.68,"degrees Celsius","Temperature",1,1,22993357570507,340477991.426162,67532.5811051534,340477991.426162,NA
"1563","Vibrio","N/A","Interpolation","all","National Total","GCM","MRI-CGCM3",2025,0.75,"degrees Celsius","Temperature",1,1,23502589873850.4,342770318.661584,68566.5840777027,342770318.661584,NA
"1564","Vibrio","N/A","Interpolation","all","National Total","GCM","MRI-CGCM3",2026,0.82,"degrees Celsius","Temperature",1,1,24040302568752.5,344892077.498275,69703.8411062742,344892077.498275,NA
"1565","Vibrio","N/A","Interpolation","all","National Total","GCM","MRI-CGCM3",2027,0.89,"degrees Celsius","Temperature",1,1,24578015263654.6,347013836.334965,70827.1909939924,347013836.334965,NA
